type	uri	avsender
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=9f5b6ece-4f79-4635-88ce-61f5af046578	Person som ikke har oppgitt navn (274145)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=975e9202-9a83-41f8-b33f-d9b07d4f72c8	Person som ikke har oppgitt navn (278399)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=1c26ebde-d8fa-4489-a48a-92af7885604a	Person som ikke har oppgitt navn (280220)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=6343b37b-da10-48bc-8412-a6b7e4644d37	Person som ikke har oppgitt navn (284203)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=5c5cc3b1-2de0-49a1-92d7-e22f803a1419	Person som ikke har oppgitt navn (312756)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=0f479e15-078d-46ff-832f-6662b0ed4257	Person som ikke har oppgitt navn (321577)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=ccf84e7e-fda5-4ebd-855c-cf92adb9c6c5	Person som ikke har oppgitt navn (334972)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=cc4d9d53-b6d1-4004-a54b-022bdcb0c216	Person som ikke har oppgitt navn (372999)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=a39bb01b-3a4e-420b-ba60-19496f865a85	Person som ikke har oppgitt navn (378231)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=319ca3b0-a2f0-480a-86e1-43cc2f76403e	Person som ikke har oppgitt navn (392793)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=deb85671-b7bc-477b-9e70-8a61dab9bd31	Person som ikke har oppgitt navn (394329)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=932fa693-0230-4601-bf8f-0f6adaca4659	Person som ikke har oppgitt navn (397304)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=85f8f59d-d038-49d0-854f-89530ecc36eb	Person som ikke har oppgitt navn (405359)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=7c86e517-5f5e-4622-ac7d-19b5781ac3d9	Person som ikke har oppgitt navn (407283)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=72edcb39-26ab-4ce3-a566-6d2f640e5ad5	Person som ikke har oppgitt navn (474440)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=a2756a48-8f95-46da-a47a-56d95c3cb7d9	Person som ikke har oppgitt navn (510835)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=7819d92b-3ee2-45d6-a20b-a74850b20a44	Person som ikke har oppgitt navn (596936)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=b8d8a803-cfc4-4092-9738-79090db3edc0	Person som ikke har oppgitt navn (675820)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=c6ef9996-20d6-46b0-a7bc-d9c22d09308d	Person som ikke har oppgitt navn (936190)
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=7aa91763-cf73-49ed-a028-6143282396c5	Petter Bjerksund og Guttorm Schjelderup, professorer ved NHH
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=a910aa3d-4e3c-46f4-8172-d35896822588	Pionér Holding AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=75c6490b-9746-4500-a831-7e68c2e37ed9	PKOM AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=8a3f5672-cddc-4c8d-9a75-ad88d7b7125b	Polarplast as
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=8b28f7ae-fb73-40fa-b19e-2749a5e2aed6	Politiske posisjonen i Saltdal kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=b607a1ff-8ec9-4e7c-8938-068b9d5b6f82	Regelrådet
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=9831966f-108a-4e44-b623-7ff23c4c028e	Robert Næss
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=dc86f194-e7d9-48f5-b369-ff5cc2dd3fc6	Rogaland fylkeskommune
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=63ad6fad-fe4f-49cc-9928-1b8fa67aac1d	Roger Selset
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=105f5f60-b484-42fc-bf98-ba36daf7dac4	Rostein AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=7ba8f159-7430-423d-9831-b1b9c95cafc6	Rødøy kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=6885c163-5307-4f6c-b565-5adafbcddde8	Salaks AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=417f0bd4-6818-483a-aaa6-dc0b361e768a	Salangen kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=cd12dadb-f09f-4ccf-837d-219dcbb702fb	SalMar Aker Ocean AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=d29a3f9a-f10b-46e8-87c5-99ec65d6ec39	SalMar ASA
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=069176fb-c71a-443c-b95f-d6e14b2ccd72	Salmon Group AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=1f7444a5-c876-4bb2-b6af-ca997b81a5d4	SalmonCamera
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=3e64e3ee-a3ca-4351-8f59-44df524118f3	SalmonCamera
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=fa37d7fc-690c-4b26-b10f-cbf1bba35206	SalmoSea AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=06509e97-0327-4fa3-81bd-5ca185abca23	Salten Aqua AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=0b68ec12-3f4b-4cf0-8e8b-d65616106b2d	Salvesen & Thams AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=b821711c-7eee-4b43-aeb8-dc7498fd16e5	Samba Marin AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=12ba876a-e855-4ec6-97d8-78bef0825f5f	Samdriften Northern Lights Salmon AS og Sørrollnesfisk AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=6a5151cb-26f7-48aa-8512-bab5e3485673	Sandnes kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=08128d68-4990-4971-a343-99b89410f555	Sands eiendom
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=19b86f6e-90cc-4337-8ce3-aff36c6f9175	ScaleAQ
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=15f2efc1-e0ff-4928-8010-426ec1e90c6c	Seaweed Norway AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=b1553ee4-c959-47b6-b981-ae2c816764d4	Selstad
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=6c716dbf-5313-4efa-bc1f-7cfc79033caa	Senja FrP
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=52c75132-2a3d-4849-b20e-382afad95734	Senja kommune
pdf	https://www.regjeringen.no/contentassets/456ce38960ac44e4a3af04b3438d252a/senja-kommune.pdf?uid=Senja_kommune	Senja kommune (PDF, 161KB)
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=b3d7e760-12ad-4c26-8ca5-c620125451a2	SinkabergHansen AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=b9cf981f-4106-4f3d-b04f-254c53a39706	Sjømat Norge
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=80efca61-7b7b-46d2-b03a-f8a752682d10	Sjømatbedriftene
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=fb4ae243-44a3-467a-835a-19e2602dadd9	Sjømatbedriftene
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=6b2816c3-1475-4aa7-bb11-3f663a8c7793	Sjømatbedriftene
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=aa5e8953-afa5-4d5d-bc1e-c69837f165a6	Sjømatbedriftene
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=af07d89f-b187-450f-9e37-5259330fb8d9	Sjømatklyngen Senja
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=67e59aed-c9d2-4ab7-894f-fb91efdf66e0	Sjømatstaden AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=efc0cc45-d3e4-46ba-b60b-237f07a06a0e	Skarsvåg Boats AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=229f8036-8f2a-49f2-86f6-aa5a9ff9e1de	Skattedirektoratet
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=796764a2-77e4-4a2d-9734-a2065c1626f9	SKJERVØY KOMMUNE
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=e9ded9ae-b055-4573-be03-4d6b81850ac9	Sletta Sjømat
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=c22078af-3b3b-4f59-a6ba-46e8648d2608	SMB Norge
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=9df9878e-b9e2-4c9a-9379-b744bf555b02	Smøla kommune
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=629108f4-5f1e-4c8f-97bd-3c30e0e6040c	Sogn og Fjordane Næringsråd
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=f17fb452-c60f-4e8c-885b-95e44839bc47	Sortland kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=0043fc62-fb6a-4cf4-82bd-fa70956f9199	Sosialistisk Venstreparti i Senja kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=ac2cc2dd-8bda-48ad-98a9-f6da88bee298	SpareBank 1 SR-Bank
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=94463916-b843-4dad-bbf2-2413a52b8433	SpareBank 1 SR-Bank
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=d5d8c8eb-99f3-4b13-a993-42e8e873deca	SpareBank1 Nord-Norge
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=08abf9bb-bd83-4ed2-ac7c-8457b59bf880	SpareBank1 Nord-Norge
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=3eeb18ca-1a25-441d-aaec-acfa3632b1f8	SpareBank1 SMN
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=ea09d628-bb78-45b4-a7c7-a31e8e8dd976	SpareBank1 SMN
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=0f2ec054-8ad6-4cdd-9084-a2b03ed1ca1a	Sportsklubben Herd
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=af93788a-a9d5-4e03-9089-a8d1bcc75485	Stadion Laks
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=05dcb938-d627-43a5-818d-5281213311c1	Statistisk sentralbyrå
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=faf06ecd-f479-41f7-95db-2f69e70cc3a8	Stavanger Kommune
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=f93e0ff1-8d60-4c71-aaf1-21b33adb928d	Steigen kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=265ed89f-8069-48a0-9c77-58552974656f	Stiim Aqua Cluster
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=29fb6644-8922-498d-96ff-fc60bfd38649	Subsea Farming AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=23a0ff6b-b11f-4138-b719-c1ffb6a2ab35	Suldal kommune
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=ae7446c2-e4bc-4ff5-b763-05ea789a4031	Svana AS ved Ivar Holmefjord
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=60583ce8-b37a-41f4-bfac-6d6fc6d77578	Sveio kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=efd9a1f0-5eec-429f-b238-c3a1ca294a1e	Tekna - Teknisk-naturvitenskapelig forening
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=6be6869f-0440-49af-809d-f63ee729d5d5	Tord Ludvigsen
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=b1ae9017-fabb-439f-965a-54c25fd99b0a	Torghatten Aqua AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=6177f9f8-27fd-4599-8cd9-167dab4bfd28	Toril Mongstad
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=4844c7cd-50f5-4cda-a04b-45f14e6b93a0	Torskenettverket
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=c784f38d-428a-4835-a610-7c2c8c5e2f66	Troms og Finnmark fylkeskommune
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=0d05e40b-b550-44e2-8bd6-d9a9021a8270	Troms og Finnmark SVs fylkestingsgruppe(sosialistisk venstreparti)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=dcabd5d7-e5e9-4e83-b7d4-c7bf8098ec72	Træna kommune
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=7966f241-4e1a-421d-9c35-c4b95b0304bb	Træna Senterparti
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=8c9bdf22-bec4-4811-83df-a02c8867688b	Trøndelag fylkeskommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=da06b060-37ed-4157-84c9-16cea0b74ecf	Trøndelag fylkeskommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=c906a740-e6b1-4da3-a0f5-3116e743fc80	Trøndelag Senterparti
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=1cb9f6f3-bdca-4d80-b2ed-05548da1493f	Trøndelag Venstre
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=08a434e2-421f-4b96-b1bf-64f7d425f355	Trønderelement AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=3fcc7cf2-59f0-44cd-9509-a0ea857de625	Tysnes kommune
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=06ff0fbb-576a-48fe-af17-57e400eed4e3	Tytlandsvik Aqua AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=a56b6f8a-e21d-4bb8-b7f3-4a14d57dd103	UBAGO GROUP
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=0782fd7d-8eb5-45b6-ad04-98366342271a	Utror AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=d5613b17-2c3b-47be-9e96-4222a703a296	Vanylven kommune
pdf	https://www.regjeringen.no/contentassets/456ce38960ac44e4a3af04b3438d252a/vardo-kommune.pdf?uid=Vard%C3%B8_kommune	Vardø kommune (PDF, 2MB)
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=d242ef9e-71ba-4cec-a685-1134e72dd8ce	Verdipapirforetakenes Forbund
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=aad72e9c-43d8-48cd-bbc9-c9062fcc4e54	Vest-Finnmark Rådet
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=8abe82c4-770a-47e6-8534-0a2cd4d2ad16	Vest-Finnmark Rådet
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=6c4f9b5d-ac35-46ca-8512-4f1a6564606e	Vesterålen regionråd
pdf	https://www.regjeringen.no/contentassets/456ce38960ac44e4a3af04b3438d252a/vestland-fylkeskommune.pdf?uid=Vestland_fylkeskommune	Vestland fylkeskommune (PDF, 66KB)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=43d790c5-94d7-4ce6-a557-1d3c012c4ba5	Vestnes kommune v/formannskapet
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=559a10f6-a9cb-4565-9087-f0f2ff83e2bf	Vevelstad kommune
pdf	https://www.regjeringen.no/contentassets/456ce38960ac44e4a3af04b3438d252a/viewpoint-seafood-as.pdf?uid=Viewpoint_Seafood_AS	Viewpoint Seafood AS (PDF, 270KB)
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=8ee9cf3a-3421-4e8c-8bd8-8eb50e3fc490	Viken fylkeskommune
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=d8fdb82e-c74a-4d41-9b8f-450ac339730f	Vikenco AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=3b7cc95c-e7b5-4966-b8eb-8ffceeaabe4e	Vikomar AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=31fc1b37-118f-4d5d-ae1f-765d698bac75	Viplast AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=9a751af6-5dbb-4dda-bdd1-8ed4e665379f	VOLT Service
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=275dcfee-015c-4fb2-87de-8146bce8e28a	Watermoon AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=04a2284c-e46c-48d5-a9b9-18c36c6f1f99	Wenberg Fiskeoppdrett AS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=80b67e27-d638-4ff5-b1c3-a8ef4afe921b	Wikborg Rein Advokatfirma AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=4a032928-169a-45a5-ad13-212d9f487969	Williksen Export AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=cebea768-671d-4a78-b26d-c1af2423f292	Williksen Fangst AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=a281fc2c-3732-44b9-bc82-2c283876968c	Williksen Industri AS 
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=e8ff793e-a432-433d-a474-8c3065e830ee	Wilsgård Fiskeoppdrett as
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=8443b99d-53ef-4ad3-9671-a7842a334877	Wiski Capital AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=4034d723-5a3e-4c12-b8b5-664d5f5ee7be	WWF Verdens naturfond
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=3d7b7eef-c8ae-4058-ad4e-d929b8b764ee	Ydra AS
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=262a2dae-9ad4-47e0-af5f-a10b82619bc6	Yrkesorganisasjonenes Sentralforbund - YS
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=048f1d70-7610-459d-8119-bb3caff89f43	Zanzibar Inn as
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=b6e5d85d-fd74-432e-b468-d14d8c920ce2	Ørland kommune
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=57ab48ed-6216-476a-8826-83f90efba970	Østlending på kysten
pdf	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/Download/?vedleggId=3804e55f-c567-4fa9-97cc-1bb6365f2990	Øygarden kommune
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=7f10dcf9-1807-4c3e-acbf-ad8430e9a1a5	Ålesund kommune
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=49ef3d15-f65b-4991-a547-9773c451f718	Aamund Rike
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?uid=b4a2ff60-55a3-454a-8f39-787b970f7697	Åsmund Olav Ersland Hauge
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?showSvar=true&consterm=&page=1&isFilterOpen=true	kontekst
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?showSvar=true&consterm=&isFilterOpen=true&page=2	kontekst
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?showSvar=true&consterm=&isFilterOpen=true&page=3	kontekst
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?showSvar=true&consterm=&isFilterOpen=true&page=4	kontekst
html	https://www.regjeringen.no/no/dokumenter/horing-grunnrenteskatt-pa-havbruk/id2929159/?showSvar=true&consterm=&isFilterOpen=true&page=5	kontekst
